author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price_per_month;commissions;district;street;house_number;underground
Агентство недвижимости Е. Кузнецовой;real_estate_agent;https://www.cian.ru/rent/flat/310143683/;Москва;rent;flat;4;7;3;86.0;300000;0;Хорошевский;Ленинградский проспект;37/5;Аэропорт
Istudio;real_estate_agent;https://www.cian.ru/rent/flat/308711691/;Москва;rent;flat;32;44;3;200.0;300000;0;Фили-Давыдково;Давыдковская ;3;Славянский бульвар
Славянский Двор Остоженка;real_estate_agent;https://www.cian.ru/rent/flat/313392671/;Москва;rent;flat;1;9;3;115.0;300000;0;Тверской; Малая Дмитровка;15;Пушкинская
Intermark Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/312244883/;Москва;rent;flat;3;8;3;115.0;320000;0;Мещанский;Большой Сухаревский переулок;11;Сухаревская
ID 91109179;real_estate_agent;https://www.cian.ru/rent/flat/276626903/;Москва;rent;flat;23;78;3;82.0;320000;0;Пресненский;1-й Красногвардейский проезд;22с2;Москва-Сити
ID 91109179;real_estate_agent;https://www.cian.ru/rent/flat/309491694/;Москва;rent;flat;29;78;2;76.0;330000;0;Пресненский;1-й Красногвардейский проезд;22с2;Москва-Сити
Chase R.E.S.;real_estate_agent;https://www.cian.ru/rent/flat/310718881/;Москва;rent;flat;5;20;3;87.0;340000;0;Пресненский;Мантулинская ;9к1;Москва-Сити
Intermark Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/302922676/;Москва;rent;flat;9;16;4;140.0;350000;0;Пресненский;Студенецкий переулок;3;Улица 1905 года
Intermark Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/308561500/;Москва;rent;flat;4;8;3;78.0;350000;0;Якиманка;Софийская набережная;34;Новокузнецкая
Las Vegas;real_estate_agent;https://www.cian.ru/rent/flat/313973852/;Москва;rent;flat;18;31;3;150.0;350000;0;Очаково-Матвеевское;Нежинская ;1к3;Минская
Kalinka Group;real_estate_agent;https://www.cian.ru/rent/flat/313960645/;Москва;rent;flat;7;7;3;137.0;350000;0;Арбат;Новинский бульвар;28/35С1;Баррикадная
Kalinka Group;real_estate_agent;https://www.cian.ru/rent/flat/313960035/;Москва;rent;flat;7;7;3;130.0;350000;0;Арбат;Новинский бульвар;28/35С1;Баррикадная
Капиталъ-Недвижимость;real_estate_agent;https://www.cian.ru/rent/flat/298414206/;Москва;rent;flat;5;7;3;70.0;349900;0;Пресненский;Никитский бульвар;12;Арбатская
Ramenky Realty;real_estate_agent;https://www.cian.ru/rent/flat/313842138/;Москва;rent;flat;3;13;3;134.5;350000;0;Замоскворечье;Мытная ;7с1;Серпуховская
Penny Lane Moscow;real_estate_agent;https://www.cian.ru/rent/flat/310933556/;Москва;rent;flat;17;21;3;140.0;350000;0;Красносельский;Грохольский переулок;28;Проспект Мира
Penny Lane Moscow;real_estate_agent;https://www.cian.ru/rent/flat/307985206/;Москва;rent;flat;6;15;4;170.0;350000;0;Пресненский;Зоологическая ;30С2;Баррикадная
Penny Lane Moscow;real_estate_agent;https://www.cian.ru/rent/flat/312170517/;Москва;rent;flat;7;8;4;120.0;350000;0;Пресненский;Малая Бронная ;38;Маяковская
АпартСити;real_estate_agent;https://www.cian.ru/rent/flat/301707362/;Москва;rent;flat;62;78;2;60.0;350000;0;Пресненский;1-й Красногвардейский проезд;22с2;Москва-Сити
Kalinka Group;real_estate_agent;https://www.cian.ru/rent/flat/305742864/;Москва;rent;flat;16;17;4;140.0;350000;0;Покровское-Стрешнево;Волоколамское шоссе;60К2;Щукинская
Prime;real_estate_agent;https://www.cian.ru/rent/flat/311438480/;Москва;rent;flat;4;27;4;133.0;360000;0;Раменки;Мичуринский проспект;3;Ломоносовский проспект
Правовой центр жилья;real_estate_agent;https://www.cian.ru/rent/flat/313881110/;Москва;rent;flat;5;6;-1;248.9;370000;0;Хамовники; Пречистенка;28;Парк Культуры
Intermark Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/311700077/;Москва;rent;flat;5;5;5;162.0;370000;0;Тверской;2-й Колобовский переулок;9/2С4;Цветной бульвар
Monumental Group;real_estate_agent;https://www.cian.ru/rent/flat/312087932/;Москва;rent;flat;7;17;4;134.0;370000;0;Арбат; Новый Арбат;29;Смоленская
Славянка - офис Северо-Запад;real_estate_agent;https://www.cian.ru/rent/flat/310731211/;Москва;rent;flat;32;40;3;126.0;370000;0;Щукино;Авиационная ;79К1;Щукинская
Intermark Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/312104686/;Москва;rent;flat;58;75;2;105.0;400000;0;Пресненский;1-й Красногвардейский проезд;15;Деловой центр
HYDE Residences;real_estate_agent;https://www.cian.ru/rent/flat/311676474/;Москва;rent;flat;23;75;3;234.0;400000;0;Пресненский;набережная Пресненская;8с1;Деловой центр
Intermark Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/311413965/;Москва;rent;flat;6;8;-1;212.0;400000;0;Пресненский;переулок Брюсов;2/14С3;Охотный ряд
Intermark Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/312933924/;Москва;rent;flat;3;7;3;160.0;400000;0;Тверской;Тверская ;28к1;Маяковская
BARNES International Realty;real_estate_agent;https://www.cian.ru/rent/flat/297724387/;Москва;rent;flat;6;8;3;143.0;400000;0;Тверской;Тверская ;9;Охотный ряд
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/rent/flat/312420575/;Москва;rent;flat;7;11;3;130.0;400000;0;Тверской;Лесная ;4с1;Белорусская
Капиталъ-Недвижимость;real_estate_agent;https://www.cian.ru/rent/flat/312104195/;Москва;rent;flat;2;8;3;110.0;400000;0;Арбат; Арбат;51С1;Смоленская
HYDE Residences;real_estate_agent;https://www.cian.ru/rent/flat/300895818/;Москва;rent;flat;48;95;2;74.0;420000;0;Пресненский;набережная Пресненская;12;Деловой центр
ID 91109179;real_estate_agent;https://www.cian.ru/rent/flat/294466363/;Москва;rent;flat;44;78;3;110.0;420000;0;Пресненский;1-й Красногвардейский проезд;22с2;Москва-Сити
СТОЛИЦА Департамент недвижимости;real_estate_agent;https://www.cian.ru/rent/flat/309875292/;Москва;rent;flat;3;12;4;149.0;440000;0;Якиманка; Большая Якиманка;26;Октябрьская
Stapler Estate;real_estate_agent;https://www.cian.ru/rent/flat/313946901/;Москва;rent;flat;7;8;3;98.0;450000;0;Дорогомилово;Студенческая ;20к1;Студенческая
Intermark Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/310313873/;Москва;rent;flat;8;22;3;140.0;450000;0;Красносельский;Грохольский переулок;28;Проспект Мира
Intermark Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/304249383/;Москва;rent;flat;2;6;3;136.0;450000;0;Замоскворечье;Садовническая набережная;7;Новокузнецкая
Chase R.E.S.;real_estate_agent;https://www.cian.ru/rent/flat/313176532/;Москва;rent;flat;13;32;3;86.7;450000;0;Дорогомилово;Поклонная ;9;Поклонная
Delight Realty;real_estate_agent;https://www.cian.ru/rent/flat/313653560/;Москва;rent;flat;2;15;-1;300.0;450000;0;Раменки;Минская ;1Б;Минская
Славянский Двор Остоженка;real_estate_agent;https://www.cian.ru/rent/flat/309525584/;Москва;rent;flat;7;8;3;130.0;450000;0;Даниловский;2-й Павелецкий проезд;5С1;Крестьянская застава
NIKA ESTATE;real_estate_agent;https://www.cian.ru/rent/flat/314014394/;Москва;rent;flat;2;3;2;80.0;470000;0;Басманный; Маросейка;11/4С1;Китай-город
Intermark Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/313227333/;Москва;rent;flat;4;4;4;140.0;490000;0;Пресненский;Богословский переулок;8/15С1;Тверская
Intermark Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/313291405/;Москва;rent;flat;3;18;3;110.0;500000;0;Пресненский;2-я Звенигородская ;11;Улица 1905 года
Intermark Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/312675102/;Москва;rent;flat;3;7;5;177.0;500000;0;Басманный;Чистопрудный бульвар;14С3;Чистые пруды
Аврора Проперти;real_estate_agent;https://www.cian.ru/rent/flat/313175700/;Москва;rent;flat;3;15;3;91.4;500000;0;Пресненский;2-я Звенигородская ;14;Улица 1905 года
Kalinka Group;real_estate_agent;https://www.cian.ru/rent/flat/310075187/;Москва;rent;flat;3;3;1;110.0;500000;0;Басманный; Маросейка;11/4С1;Китай-город
BARNES International Realty;real_estate_agent;https://www.cian.ru/rent/flat/308151734/;Москва;rent;flat;6;6;2;100.0;520000;0;Пресненский;Спиридоньевский переулок;10А;Пушкинская
Капиталъ-Недвижимость;real_estate_agent;https://www.cian.ru/rent/flat/311301948/;Москва;rent;flat;4;6;3;138.0;540000;0;Тверской;1-й Колобовский переулок;14;Трубная
ID 91109179;real_estate_agent;https://www.cian.ru/rent/flat/294614669/;Москва;rent;flat;55;78;3;143.0;550000;0;Пресненский;1-й Красногвардейский проезд;22с2;Москва-Сити
Intermark Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/313697731/;Москва;rent;flat;1;2;-1;220.0;570000;0;Покровское-Стрешнево;Береговая ;3К26;Стрешнево
Аврора Проперти;real_estate_agent;https://www.cian.ru/rent/flat/311774931/;Москва;rent;flat;20;34;3;110.0;570000;0;Дорогомилово;Поклонная ;9;Поклонная
Intermark Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/312120459/;Москва;rent;flat;6;6;2;165.0;590000;0;Беговой; 3-я Ямского Поля;9;Белорусская
Intermark Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/312094342/;Москва;rent;flat;26;36;3;123.0;650000;0;Беговой;Ленинградский проспект;34А;Динамо
Kalinka Group;real_estate_agent;https://www.cian.ru/rent/flat/313948681/;Москва;rent;flat;3;7;3;165.0;650000;0;Пресненский;Малый Козихинский переулок;11;Пушкинская
FS PROPERTY;real_estate_agent;https://www.cian.ru/rent/flat/312709730/;Москва;rent;flat;7;9;3;186.7;700000;0;Басманный;Подсосенский переулок;3;Курская
Intermark Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/312504764/;Москва;rent;flat;2;11;2;148.0;750000;0;Хамовники; Усачева;2С3;Фрунзенская
Intermark Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/313797924/;Москва;rent;flat;3;8;4;152.0;750000;0;Арбат; Малая Молчановка;8;Арбатская
Ашихмин и партнёры;real_estate_agent;https://www.cian.ru/rent/flat/303203186/;Москва;rent;flat;5;6;4;455.0;795000;0;Покровское-Стрешнево;Береговая ;4к10;Стрешнево
Intermark Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/313922907/;Москва;rent;flat;9;15;4;150.0;800000;0;Хамовники; Усачева;15;Спортивная
LaRichesse;real_estate_agent;https://www.cian.ru/rent/flat/313422977/;Москва;rent;flat;10;10;3;150.0;800000;0;Хамовники;Малая Пироговская ;8;Спортивная
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/rent/flat/312582293/;Москва;rent;flat;52;85;3;189.0;830000;0;Пресненский;1-й Красногвардейский проезд;21с1;Москва-Сити
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/rent/flat/313865756/;Москва;rent;flat;6;21;3;127.1;850000;0;Пресненский; Костикова;4к5;Улица 1905 года
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/rent/flat/310433711/;Москва;rent;flat;9;12;-1;310.0;850000;0;Раменки; Улофа Пальме;7;Минская
Аврора Проперти;real_estate_agent;https://www.cian.ru/rent/flat/312748979/;Москва;rent;flat;7;13;4;247.0;950000;0;Хамовники;1-й Неопалимовский переулок;8;Парк Культуры
Intermark Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/311814396/;Москва;rent;flat;5;5;5;192.0;1012167;0;Хамовники;Большой Знаменский переулок;4;Кропоткинская
Intermark Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/313825847/;Москва;rent;flat;2;5;3;182.0;1100000;0;Хамовники;1-й Зачатьевский переулок;8с1;Кропоткинская
Intermark Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/312868445/;Москва;rent;flat;4;4;5;390.0;1300000;0;Арбат; Арбат;32;Смоленская
Ramenky Realty;real_estate_agent;https://www.cian.ru/rent/flat/312409477/;Москва;rent;flat;4;4;5;390.0;1300000;0;Арбат; Арбат;32;Смоленская
Kalinka Group;real_estate_agent;https://www.cian.ru/rent/flat/153444100/;Москва;rent;flat;5;6;5;274.0;1300000;0;Хамовники;Молочный переулок;1;Парк Культуры
Moscow Estate;real_estate_agent;https://www.cian.ru/rent/flat/313731200/;Москва;rent;flat;2;6;-1;380.0;1322513;0;Очаково-Матвеевское;Староволынская ;15к4;Матвеевская
Ашихмин и партнёры;real_estate_agent;https://www.cian.ru/rent/flat/309431278/;Москва;rent;flat;2;7;5;380.1;1322513;0;Очаково-Матвеевское;Староволынская ;15к4;Матвеевская
Intermark Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/312504763/;Москва;rent;flat;1;7;3;167.0;1400000;0;Хамовники; Льва Толстого;23к1;Парк Культуры
Chase R.E.S.;real_estate_agent;https://www.cian.ru/rent/flat/312130444/;Москва;rent;flat;10;10;4;250.0;1600000;0;Тверской; Фадеева;4А;Новослободская
Ашихмин и партнёры;real_estate_agent;https://www.cian.ru/rent/flat/310738942/;Москва;rent;flat;4;8;3;151.1;1675184;0;Пресненский;Большой Козихинский переулок;25;Маяковская
Chase R.E.S.;real_estate_agent;https://www.cian.ru/rent/flat/313821958/;Москва;rent;flat;8;8;3;170.0;1700000;0;Хамовники; Усачева;15А;Спортивная
Kalinka Group;real_estate_agent;https://www.cian.ru/rent/flat/201493083/;Москва;rent;flat;4;4;-1;600.0;3000000;0;Хамовники; Пречистенка;27;Парк Культуры
ID 72900928;homeowner;https://www.cian.ru/rent/flat/314063040/;Москва;rent;flat;4;4;2;55.5;100000;0;Пресненский; Трехгорный Вал;4К2;Улица 1905 года
ID 84171399;homeowner;https://www.cian.ru/rent/flat/314044101/;Москва;rent;flat;2;5;1;32.0;50000;0;Перово;Перовская ;40К1;Перово
InHome24;real_estate_agent;https://www.cian.ru/rent/flat/313018718/;Москва;rent;flat;1;3;-1;16.0;26000;0;; Леонида Утесова;23;Внуково
Гранд Сервис Недвижимость;real_estate_agent;https://www.cian.ru/rent/flat/309707392/;Москва;rent;flat;5;5;1;35.0;30000;0;Восточный; Главная;19;Щёлковская
ID 23573;realtor;https://www.cian.ru/rent/flat/313951275/;Москва;rent;flat;6;9;1;30.0;40000;0;Ивановское; Сталеваров;32;Новогиреево
Юлия Рубан;realtor;https://www.cian.ru/rent/flat/208900334/;Москва;rent;flat;1;9;1;36.0;40000;0;Чертаново Центральное;Днепропетровская ;3К1;Южная
Светлана Биличенко;realtor;https://www.cian.ru/rent/flat/313590870/;Москва;rent;flat;4;17;1;38.0;40000;0;Некрасовка;проспект Защитников Москвы;1;Некрасовка
Роман Рудшильд;realtor;https://www.cian.ru/rent/flat/293861279/;Москва;rent;flat;2;5;1;25.0;40000;0;Перово; Лазо;8К3;Перово
ID 86144819;unknown;https://www.cian.ru/rent/flat/313728217/;Москва;rent;flat;1;5;2;40.0;40000;0;Свиблово;Ивовая ;4;Свиблово
Яна Булякова;realtor;https://www.cian.ru/rent/flat/313928456/;Москва;rent;flat;6;16;1;23.0;40000;0;; Василия Ощепкова;4;Новомосковская
ID 107331471;homeowner;https://www.cian.ru/rent/flat/314045365/;Москва;rent;flat;4;5;1;33.0;42000;0;Перово; Плеханова;22К1;Перово
YU HOME;real_estate_agent;https://www.cian.ru/rent/flat/314013578/;Москва;rent;flat;4;23;1;30.0;43000;0;Некрасовка; Маресьева;6к2;Некрасовка
EMPIRE HOME;real_estate_agent;https://www.cian.ru/rent/flat/314043609/;Москва;rent;flat;11;14;1;41.0;45000;0;Люблино;Совхозная ;10К2;Люблино
YU HOME;real_estate_agent;https://www.cian.ru/rent/flat/313226810/;Москва;rent;flat;1;9;1;30.0;45000;0;; Солнечная;3А;Рассказовка
YU HOME;real_estate_agent;https://www.cian.ru/rent/flat/314007363/;Москва;rent;flat;8;14;1;22.0;45000;0;Марфино;Ботаническая ;33Вс1;Окружная
Миэль Офис на Юго-Западе;real_estate_agent;https://www.cian.ru/rent/flat/313874635/;Москва;rent;flat;2;14;1;30.0;45000;0;;бульвар Скандинавский;23к1;Потапово
ID 10298548;homeowner;https://www.cian.ru/rent/flat/313923717/;Москва;rent;flat;2;3;1;35.0;45000;0;;;48;Прокшино
ID 86144819;unknown;https://www.cian.ru/rent/flat/313729213/;Москва;rent;flat;1;5;2;40.0;45000;0;Кунцево;Оршанская ;8К4;Молодёжная
ID 97068259;homeowner;https://www.cian.ru/rent/flat/311313220/;Москва;rent;flat;4;9;1;22.0;45000;0;Преображенское;Халтуринская ;18;Бульвар Рокоссовского
ID 73267041;realtor;https://www.cian.ru/rent/flat/313761276/;Москва;rent;flat;1;3;1;17.9;45000;0;Бескудниковский;Дмитровское шоссе;88к2;Селигерская
ID 127893787;realtor;https://www.cian.ru/rent/flat/313873819/;Москва;rent;flat;7;9;1;33.0;45000;0;Строгино; Маршала Катукова;13К3;Строгино
ID 21025;real_estate_agent;https://www.cian.ru/rent/flat/313579045/;Москва;rent;flat;17;25;1;34.1;46000;0;;;6;Коммунарка
ID 103144268;homeowner;https://www.cian.ru/rent/flat/313246321/;Москва;rent;flat;12;19;1;20.0;46000;0;Митино;Муравская ;38Бк3;Пятницкое шоссе
Светлана Биличенко;realtor;https://www.cian.ru/rent/flat/308710718/;Москва;rent;flat;6;15;1;36.0;47000;0;Царицыно;Пролетарский проспект;31;Кантемировская
ID 122568;unknown;https://www.cian.ru/rent/flat/314032753/;Москва;rent;flat;20;25;1;34.0;47000;0;Крюково;проспект Георгиевский;27к1;Зеленоград — Крюково
YU HOME;real_estate_agent;https://www.cian.ru/rent/flat/314008301/;Москва;rent;flat;6;12;1;38.0;48000;0;Савёлки;Зеленоград;к345;Зеленоград — Крюково
Парадайс;real_estate_agent;https://www.cian.ru/rent/flat/313481456/;Москва;rent;flat;13;15;1;36.3;48000;0;Молжаниновский;Ленинградское шоссе;228к3;Молжаниново
ID 127592770;realtor;https://www.cian.ru/rent/flat/313469044/;Москва;rent;flat;14;16;1;37.0;49000;0;Дмитровский;Лобненская ;15К1;
MDco;real_estate_agent;https://www.cian.ru/rent/flat/314031773/;Москва;rent;flat;8;14;2;47.0;50000;0;Гольяново;Байкальская ;42К2;Щёлковская
MDco;real_estate_agent;https://www.cian.ru/rent/flat/314063899/;Москва;rent;flat;17;17;1;40.0;50000;0;Крылатское;Осенний бульвар;16К1;Крылатское
ID 8929;realtor;https://www.cian.ru/rent/flat/314044206/;Москва;rent;flat;2;5;2;45.0;50000;0;Кузьминки;Волгоградский проспект;151К2;Кузьминки
Нелля Павловская;realtor;https://www.cian.ru/rent/flat/313921751/;Москва;rent;flat;4;9;1;35.7;50000;0;Печатники; Гурьянова;23;Печатники
Владимир Шмелев;realtor;https://www.cian.ru/rent/flat/313985000/;Москва;rent;flat;4;17;1;40.0;50000;0;Покровское-Стрешнево; Малая Набережная;17/22;Тушинская
Антон Осмелкин;realtor;https://www.cian.ru/rent/flat/313530288/;Москва;rent;flat;3;9;1;32.0;50000;0;Хорошево-Мневники;проспект Маршала Жукова;55;Народное Ополчение
ID 120745970;homeowner;https://www.cian.ru/rent/flat/313626500/;Москва;rent;flat;14;19;1;46.6;50000;0;; Бачуринская;22к1;Коммунарка
Кирилл Рулев;realtor;https://www.cian.ru/rent/flat/314010323/;Москва;rent;flat;6;9;1;32.2;50000;0;Чертаново Центральное; Красного Маяка;13АК3;Пражская
Владимир Новиков;realtor;https://www.cian.ru/rent/flat/313820125/;Москва;rent;flat;2;3;-1;14.0;50000;0;Донской;Варшавское шоссе;17С5;Верхние котлы
ID 21383404;homeowner;https://www.cian.ru/rent/flat/231290523/;Москва;rent;flat;5;5;1;32.0;50000;0;Богородское;Открытое шоссе;3К10;Бульвар Рокоссовского
ID 98398099;homeowner;https://www.cian.ru/rent/flat/291530666/;Москва;rent;flat;4;9;1;18.0;50000;0;Очаково-Матвеевское;Аминьевское шоссе;5;Аминьевская
Рахиль Бадалов;realtor;https://www.cian.ru/rent/flat/313762194/;Москва;rent;flat;5;13;1;34.3;50000;0;Молжаниновский;Ленинградское шоссе;229Ак2;Новоподрезково
ID 98971891;realtor;https://www.cian.ru/rent/flat/313952905/;Москва;rent;flat;11;25;1;21.7;50000;0;Солнцево;Боровское шоссе;2к3;Мещерская
ID 94828934;unknown;https://www.cian.ru/rent/flat/298754435/;Москва;rent;flat;6;7;1;52.9;50000;0;Куркино;Воротынская ;8/1;Планерная
Антон Асеев;realtor;https://www.cian.ru/rent/flat/270230163/;Москва;rent;flat;7;17;1;38.0;51000;0;Северное Измайлово;Щелковское шоссе;82К1;Щёлковская
ID 127573135;homeowner;https://www.cian.ru/rent/flat/313444378/;Москва;rent;flat;11;17;1;20.0;51000;0;; Александры Монаховой;85к2;Потапово
ID 24603;realtor;https://www.cian.ru/rent/flat/314062735/;Москва;rent;flat;3;5;2;44.0;52000;0;Кузьминки;Волжский бульвар;39К1;Волжская
Антон Осмелкин;realtor;https://www.cian.ru/rent/flat/314058635/;Москва;rent;flat;19;22;1;38.6;52000;0;Бескудниковский;Дубнинская ;37К1;Дегунино
Татьяна Жмулина;realtor;https://www.cian.ru/rent/flat/313526520/;Москва;rent;flat;4;17;1;38.0;52000;0;Марьино;Люблинская ;130;Марьино
МИР-Н;real_estate_agent;https://www.cian.ru/rent/flat/312941440/;Москва;rent;flat;15;22;1;37.0;52000;0;Чертаново Южное;3-й Дорожный проезд;1;Улица Академика Янгеля
EMPIRE HOME;real_estate_agent;https://www.cian.ru/rent/flat/313969963/;Москва;rent;flat;2;15;1;33.0;53000;0;; Василия Ощепкова;2;Новомосковская
ID 80461051;homeowner;https://www.cian.ru/rent/flat/313968728/;Москва;rent;flat;10;12;1;41.0;53000;0;Нагатинский затон;Затонная ;10К1;Кленовый бульвар
Надежда Жданова;realtor;https://www.cian.ru/rent/flat/301620227/;Москва;rent;flat;17;23;1;25.0;53990;0;; Анны Ахматовой;11к1;Рассказовка
ID 99704473;realtor;https://www.cian.ru/rent/flat/313792469/;Москва;rent;flat;2;17;1;25.0;55000;0;Текстильщики;1-й Грайвороновский проезд;3Ак1;Текстильщики
Ирина Туманова;realtor;https://www.cian.ru/rent/flat/299756389/;Москва;rent;flat;2;9;1;36.0;55000;0;Котловка;Нахимовский проспект;14;Нахимовский проспект
ID 5720;realtor;https://www.cian.ru/rent/flat/249246574/;Москва;rent;flat;11;17;2;54.0;55000;0;Ново-Переделкино;Лукинская ;11;Новопеределкино
LIFE ESTATE;real_estate_agent;https://www.cian.ru/rent/flat/313971985/;Москва;rent;flat;3;12;2;37.0;55000;0;Новогиреево;Коренная ;8К1;Перово
Антон Осмелкин;realtor;https://www.cian.ru/rent/flat/313826229/;Москва;rent;flat;1;16;1;36.5;55000;0;Бибирево; Корнейчука;51;Бибирево
ID 18091474;unknown;https://www.cian.ru/rent/flat/314029514/;Москва;rent;flat;15;19;-1;15.0;55000;0;Останкинский;Березовая аллея;19к4;Ботанический сад
АРТ НЕДВИЖИМОСТЬ;real_estate_agent;https://www.cian.ru/rent/flat/313747798/;Москва;rent;flat;12;14;1;41.0;55000;0;Митино;Митинская ;37;Митино
EMPIRE HOME;real_estate_agent;https://www.cian.ru/rent/flat/314040586/;Москва;rent;flat;2;5;2;44.0;55000;0;Аэропорт;Часовая ;10/1;Красный Балтиец
Rent Moscow;real_estate_agent;https://www.cian.ru/rent/flat/268150686/;Москва;rent;flat;2;6;1;20.0;55000;0;Марфино;Гостиничный проезд;8К1;Окружная
Светлана Биличенко;realtor;https://www.cian.ru/rent/flat/310697857/;Москва;rent;flat;5;17;1;38.0;55000;0;Южное Бутово;Скобелевская ;38;Улица Скобелевская
Светлана Биличенко;realtor;https://www.cian.ru/rent/flat/235396404/;Москва;rent;flat;9;9;2;47.0;55000;0;Северное Тушино; Свободы;97С1;Планерная
YU HOME;real_estate_agent;https://www.cian.ru/rent/flat/313874862/;Москва;rent;flat;9;9;2;40.1;55000;0;Южное Тушино;Туристская ;2К2;Сходненская
I AM ESTATE;real_estate_agent;https://www.cian.ru/rent/flat/270370730/;Москва;rent;flat;2;17;1;35.0;55000;0;Можайский;Сколковское шоссе;13;Сетунь
Антон Осмелкин;realtor;https://www.cian.ru/rent/flat/313678640/;Москва;rent;flat;4;16;1;37.8;55000;0;Строгино;Таллинская ;12;Строгино
ID 127996180;realtor;https://www.cian.ru/rent/flat/314006931/;Москва;rent;flat;4;5;1;29.8;55000;0;Ивановское;Федеративный проспект;39;Новогиреево
ID 56997870;homeowner;https://www.cian.ru/rent/flat/314034874/;Москва;rent;flat;3;12;1;34.8;55000;0;Зюзино;Болотниковская ;38К5;Нахимовский проспект
ID 57594960;homeowner;https://www.cian.ru/rent/flat/311905868/;Москва;rent;flat;7;14;1;36.3;55000;0;Молжаниновский;Ленинградское шоссе;228к3;Молжаниново
ID 63159955;realtor;https://www.cian.ru/rent/flat/289280347/;Москва;rent;flat;17;26;1;36.0;55000;0;; Родниковая;9А;Саларьево
Александр Серухов;realtor;https://www.cian.ru/rent/flat/313871963/;Москва;rent;flat;8;17;1;38.0;55000;0;Дмитровский;Ангарская ;51к2;Яхромская
ID 20663077;unknown;https://www.cian.ru/rent/flat/313306588/;Москва;rent;flat;18;25;1;38.0;55000;0;Хорошево-Мневники; Берзарина;21;Октябрьское поле
ID 127623721;realtor;https://www.cian.ru/rent/flat/313522028/;Москва;rent;flat;6;9;1;32.0;55000;0;Сокольники; Шумкина;15;Сокольники
ID 50167477;homeowner;https://www.cian.ru/rent/flat/313762798/;Москва;rent;flat;4;12;1;36.0;55000;0;Западное Дегунино;Коровинское шоссе;29К1;Грачёвская
Юлия Рубан;realtor;https://www.cian.ru/rent/flat/195737405/;Москва;rent;flat;3;9;2;56.0;57000;0;Ясенево;Голубинская ;7К5;Ясенево
Homeprice;real_estate_agent;https://www.cian.ru/rent/flat/313096031/;Москва;rent;flat;10;19;2;56.0;57000;0;Некрасовка; Вертолетчиков;5к1;Некрасовка
ID 20525952;homeowner;https://www.cian.ru/rent/flat/313522660/;Москва;rent;flat;23;25;1;20.0;57000;0;Бабушкинский;Кольская ;8к2;Свиблово
BRealty;real_estate_agent;https://www.cian.ru/rent/flat/289081503/;Москва;rent;flat;9;9;1;34.0;58000;0;Соколиная гора;проспект Буденного;11К1;Семёновская
Вероника Косарева;realtor;https://www.cian.ru/rent/flat/312255680/;Москва;rent;flat;17;17;1;40.0;58000;0;Черемушки; Цюрупы;16К1;Новые Черёмушки
ID 126247875;homeowner;https://www.cian.ru/rent/flat/313420442/;Москва;rent;flat;14;16;2;50.0;59000;0;Капотня;5-й кв-л;19;Братиславская
ID 60251232;homeowner;https://www.cian.ru/rent/flat/313201925/;Москва;rent;flat;6;12;1;34.1;59000;0;Марьино;Перервинский бульвар;3;Братиславская
Homeprice;real_estate_agent;https://www.cian.ru/rent/flat/314066611/;Москва;rent;flat;2;12;1;46.0;60000;0;;бульвар Андрея Тарковского;9;Рассказовка
Инвестправо;real_estate_agent;https://www.cian.ru/rent/flat/314066302/;Москва;rent;flat;7;23;1;40.0;60000;0;Кунцево;Ярцевская ;33к2;Молодёжная
MDco;real_estate_agent;https://www.cian.ru/rent/flat/314057957/;Москва;rent;flat;2;17;2;63.0;60000;0;Бибирево; Пришвина;23;Бибирево
MDco;real_estate_agent;https://www.cian.ru/rent/flat/313674567/;Москва;rent;flat;20;33;1;25.0;60000;0;Головинский;Кронштадтский бульвар;8к1;Водный стадион
